,title,year,age,run,owners_pts,modification,volume,engine_type,transmission,gear,body,color,exchange,mark,other_history,tech_history,sold,subway,pts_type,price,horse_power,price_log
1530,Opel Astra GTC 1.8 AT,2008,H рестайлинг,170000,2,1.8 AT,1.8,0,Автомат,Передний,Хэтчбек,Чёрный,другое,соответствует,2,1,5,Южная:11–15 мин.;Чертановская:21–30 мин.;Пражская:21–30 мин.,Другое,499000,140,13.120363378739663
1531,Nissan Qashqai 2.0 MT,2010,I рестайлинг,173000,1,2.0 4WD MT,2.0,0,Механика,Полный,Внедорожник,Серебряный,Возможен,выше,1,1,1,Царицыно:от 31 мин.;Пражская:от 31 мин.;Кантемировская:от 31 мин.,Другое,995000,141,13.81049902116535
1532,BMW 3 серия 2.0 AT,2019,F30/F31 рестайлинг,34560,1,320i 2.0 Steptronic,2.0,0,Автомат,Задний,Седан,Белый,другое,нет оценки,2,2,3,Автозаводская:6–10 мин.;ЗИЛ:21–30 мин.;Дубровка:21–30 мин.,Оригинал,2500000,184,14.731801689838349
1533,Kia Rio X-Line 1.6 MT,2019,I,72411,1,1.6 MT,1.6,0,Механика,Передний,Хэтчбек,Коричневый,Возможен,ниже,1,2,2,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица академика Янгеля:21–30 мин.,Другое,1149000,123,13.954403427152533
1534,Hyundai Sonata 2.4 AT,2017,VII рестайлинг,89000,2,2.4 AT,2.4,0,Автомат,Передний,Седан,Чёрный,Возможен,ниже,2,12,3,Варшавская:до 5 мин.;Каховская:16–20 мин.;Чертановская:21–30 мин.,Другое,1499000,188,14.22030944419592
1535,Mazda 6 2.0 AT,2014,GJ,174000,3,2.0 AT,2.0,0,Автомат,Передний,Седан,Белый,Возможен,ниже,3,9,2,Волоколамская:16–20 мин.;Мякинино:от 31 мин.;Тушинская:от 31 мин.,Другое,1295000,150,14.07402202531625
1536,BMW X1 2.0 AT,2012,E84,155000,1,20d 2.0 xDrive AT,2.0,1,Автомат,Полный,Внедорожник,Чёрный,Возможен,соответствует,1,6,1,Лианозово:до 5 мин.;Яхромская:21–30 мин.;Физтех:от 31 мин.,Другое,1145000,177,13.950916068332543
1537,Toyota Corolla 1.6 AT,2010,X,124366,1,1.6 AT,1.6,0,Автомат,Передний,Седан,Белый,Возможен,ниже,1,5,1,Окружная:11–15 мин.;Владыкино:11–15 мин.;Верхние Лихоборы:21–30 мин.,Другое,899000,124,13.70903942580019
1538,Volvo S60 2.5 AT,2011,II,147000,2,2.5 T5 AT,2.5,0,Автомат,Передний,Седан,Серый,Возможен,выше,2,3,1,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица Старокачаловская:21–30 мин.,Другое,1145000,249,13.950916068332543
1539,Ford Mondeo 2.0 AMT,2013,IV рестайлинг,133724,1,2.0 PowerShift,2.0,0,Робот,Передний,Седан,Чёрный,другое,ниже,1,5,2,Улица академика Янгеля:до 5 мин.;Аннино:11–15 мин.;Лесопарковая:21–30 мин.,Другое,849000,200,13.651815643149092
1540,Hyundai ix35 2.0 AT,2013,I,121047,1,2.0 AT,2.0,0,Автомат,Передний,Внедорожник,Белый,другое,ниже,1,14,2,Южная:11–15 мин.;Чертановская:21–30 мин.;Пражская:21–30 мин.,Другое,999000,150,13.81451105863119
1541,Toyota Avensis 1.8 CVT,2012,T270 рестайлинг,161000,3,1.8 CVT,1.8,0,Вариатор,Передний,Седан,Другой,Возможен,ниже,3,1,2,Царицыно:от 31 мин.;Пражская:от 31 мин.;Кантемировская:от 31 мин.,Другое,995000,147,13.81049902116535
1542,Hyundai Elantra 2.0 AT,2020,VII,20900,2,2.0 AT,2.0,0,Автомат,Передний,Седан,Чёрный,Возможен,ниже,2,5,2,Варшавская:до 5 мин.;Каховская:16–20 мин.;Чертановская:21–30 мин.,Другое,1899000,150,14.45683851638723
1543,Kia Sportage 2.0 AT,2016,IV,149000,1,2.0 4WD AT,2.0,0,Автомат,Полный,Внедорожник,Белый,Возможен,ниже,1,1,1,Волоколамская:16–20 мин.;Мякинино:от 31 мин.;Тушинская:от 31 мин.,Другое,1495000,150,14.21763743370302
1544,Opel Astra GTC 1.4 AT,2013,J рестайлинг,132787,1,1.4 Turbo AT,1.4,0,Автомат,Передний,Хэтчбек,Другой,Возможен,соответствует,1,3,3,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица академика Янгеля:21–30 мин.,Другое,849000,140,13.651815643149092
1545,Skoda Kodiaq 1.4 AMT,2018,I,121247,1,1.4 TSI DSG,1.4,0,Робот,Передний,Внедорожник,Белый,Возможен,ниже,1,28,1,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица академика Янгеля:21–30 мин.,Другое,1799000,150,14.402742068796885
1546,Hyundai Grand Starex 2.5 AT,2010,I,261100,4+,2.5 CRDi 4WD AT,2.5,1,Автомат,Полный,Minivan,Серебряный,Возможен,ниже,7,1,8,Лианозово:до 5 мин.;Яхромская:21–30 мин.;Физтех:от 31 мин.,Другое,1093000,175,13.904437682071341
1547,Skoda Rapid 1.6 AT,2017,I рестайлинг,98000,3,1.6 MPI AT,1.6,0,Автомат,Передний,Хэтчбек,Белый,Возможен,соответствует,3,2,1,Окружная:11–15 мин.;Владыкино:11–15 мин.;Верхние Лихоборы:21–30 мин.,Другое,989000,110,13.804450621726684
1548,Toyota Highlander 3.5 AT,2013,II рестайлинг,139224,2,3.5 V6 4WD AT,3.5,0,Автомат,Полный,Внедорожник,Белый,Возможен,ниже,2,2,2,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица Старокачаловская:21–30 мин.,Другое,1695000,273,14.343193888767015
1549,Renault Duster 2.0 AT,2019,I рестайлинг,67999,2,2.0 4WD AT,2.0,0,Автомат,Полный,Внедорожник,Зелёный,другое,ниже,2,3,2,Улица академика Янгеля:до 5 мин.;Аннино:11–15 мин.;Лесопарковая:21–30 мин.,Другое,1199000,143,13.99699926803766
1550,Mazda 5 2.0 AT,2012,II,142000,2,2.0 AT,2.0,0,Автомат,Передний,Minivan,Серый,Возможен,ниже,2,5,3,Южная:11–15 мин.;Чертановская:21–30 мин.;Пражская:21–30 мин.,Другое,949000,144,13.76316513133229
1551,Volvo XC90 2.5 AT,2011,I рестайлинг,174500,4+,2.5 T5 4WD AT 7 мест,2.5,0,Автомат,Полный,Внедорожник,Коричневый,Возможен,ниже,7,25,2,Царицыно:от 31 мин.;Пражская:от 31 мин.;Кантемировская:от 31 мин.,Другое,995000,210,13.81049902116535
1552,Infiniti FX30 3.0 AT,2013,II рестайлинг,131170,1,FX30d 4WD AT,3.0,1,Автомат,Полный,Внедорожник,Белый,Возможен,ниже,1,27,1,Варшавская:до 5 мин.;Каховская:16–20 мин.;Чертановская:21–30 мин.,Другое,1599000,238,14.284889617206764
1553,Hyundai Elantra 1.5 CVT,2023,VII рестайлинг,20,1,1.5 CVT,1.5,0,Вариатор,Передний,Седан,Белый,Возможен,нет оценки,2,5,1,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица академика Янгеля:21–30 мин.,Другое,1999000,115,14.508158113732538
1554,Toyota Land Cruiser 4.5 AT,2013,200 рестайлинг,136202,2,4.5 D AT 7 мест,4.5,1,Автомат,Полный,Внедорожник,Белый,Возможен,соответствует,2,8,3,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица академика Янгеля:21–30 мин.,Другое,3199000,235,14.978349131529292
1555,Hyundai Santa Fe 2.2 AT,2011,II рестайлинг,136000,3,2.2 R VGT 4WD AT,2.2,1,Автомат,Полный,Внедорожник,Серебряный,Возможен,ниже,3,5,4,Волоколамская:16–20 мин.;Мякинино:от 31 мин.;Тушинская:от 31 мин.,Другое,1095000,197,13.90626583447433
1556,Kia Sportage 2.0 AT,2013,III,110100,4+,2.0 4WD AT,2.0,0,Автомат,Полный,Внедорожник,Серый,Возможен,ниже,4,2,3,Лианозово:до 5 мин.;Яхромская:21–30 мин.;Физтех:от 31 мин.,Другое,1083000,150,13.895246449343736
1557,Kia Sorento 2.4 AT,2016,II рестайлинг,130488,1,2.4 4WD AT,2.4,0,Автомат,Полный,Внедорожник,Серый,Возможен,ниже,1,8,2,Окружная:11–15 мин.;Владыкино:11–15 мин.;Верхние Лихоборы:21–30 мин.,Другое,1479000,175,14.206877417825229
1558,Chevrolet Cruze 1.8 AT,2013,I рестайлинг,128655,2,1.8 AT,1.8,0,Автомат,Передний,Седан,Чёрный,Возможен,соответствует,2,1,2,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица Старокачаловская:21–30 мин.,Другое,795000,141,13.586098651497313
1559,Cadillac Escalade 6.2 AT,2011,GMT900,154942,1,6.2 V8 4WD AT ESV,6.2,0,Автомат,Полный,Внедорожник,Чёрный,другое,соответствует,1,13,2,Улица академика Янгеля:до 5 мин.;Аннино:11–15 мин.;Лесопарковая:21–30 мин.,Другое,1749000,409,14.374555325755864
1560,Hyundai Tucson 2.0 AT,2023,IV,863,1,2.0 AT,2.0,0,Автомат,Передний,Внедорожник,Серый,Возможен,ниже,1,5,3,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица академика Янгеля:21–30 мин.,Другое,2799000,150,14.844773125767981
1561,Toyota Corolla 1.6 MT,2013,X рестайлинг,123000,2,1.6 MT,1.6,0,Механика,Передний,Седан,Белый,другое,соответствует,2,5,2,Южная:11–15 мин.;Чертановская:21–30 мин.;Пражская:21–30 мин.,Другое,899000,124,13.70903942580019
1562,Volkswagen Multivan 2.0 AMT,2014,T5 рестайлинг,198000,4+,2.0 TSI 4Motion DSG,2.0,0,Робот,Полный,Minivan,Чёрный,Возможен,соответствует,5,25,5,Царицыно:от 31 мин.;Пражская:от 31 мин.;Кантемировская:от 31 мин.,Другое,2295000,204,14.646243837206535
1563,Audi A6 3.0 AMT,2013,C7,104000,2,3.0 TDI quattro S tronic,3.0,1,Робот,Полный,Седан,Чёрный,Возможен,выше,2,9,1,Варшавская:до 5 мин.;Каховская:16–20 мин.;Чертановская:21–30 мин.,Другое,1749000,245,14.374555325755864
1564,Volkswagen Arteon 2.0 AMT,2018,I,87000,1,2.0 TDI 4MOTION DSG,2.0,1,Робот,Полный,Хэтчбек,Чёрный,Возможен,ниже,1,1,4,Волоколамская:16–20 мин.;Мякинино:от 31 мин.;Тушинская:от 31 мин.,Другое,2655000,190,14.79195558930594
1565,Mazda CX-5 2.0 AT,2016,I рестайлинг,118000,1,2.0 4WD AT,2.0,0,Автомат,Полный,Внедорожник,Красный,Возможен,соответствует,1,5,2,Лианозово:до 5 мин.;Яхромская:21–30 мин.;Физтех:от 31 мин.,Другое,1895000,150,14.45472992420301
1566,Chevrolet Cruze 1.6 AT,2015,I рестайлинг,100470,2,1.6 AT,1.6,0,Автомат,Передний,Хэтчбек,Коричневый,Возможен,соответствует,2,2,2,Окружная:11–15 мин.;Владыкино:11–15 мин.;Верхние Лихоборы:21–30 мин.,Другое,899000,109,13.70903942580019
1567,Mazda 3 1.5 AT,2014,BM,131543,1,1.5 AT,1.5,0,Автомат,Передний,Седан,Другой,другое,ниже,1,5,2,Улица академика Янгеля:до 5 мин.;Аннино:11–15 мин.;Лесопарковая:21–30 мин.,Другое,999000,120,13.81451105863119
1568,Chevrolet Cruze 1.8 AT,2013,I рестайлинг,141653,2,1.8 AT,1.8,0,Автомат,Передний,Седан,Чёрный,Возможен,выше,2,19,2,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица академика Янгеля:21–30 мин.,Другое,799000,141,13.591117476312084
1569,Hyundai Santa Fe 2.2 AMT,2021,IV рестайлинг,58000,1,2.2 CRDi 4WD DCT,2.2,1,Робот,Полный,Внедорожник,Чёрный,Возможен,ниже,1,14,3,Южная:11–15 мин.;Чертановская:21–30 мин.;Пражская:21–30 мин.,Другое,2899000,199,14.879876752850267
1570,Hyundai Solaris 1.6 AT,2018,II,118000,2,1.6 AT,1.6,0,Автомат,Передний,Седан,Чёрный,Возможен,выше,2,17,1,Царицыно:от 31 мин.;Пражская:от 31 мин.;Кантемировская:от 31 мин.,Другое,1175000,123,13.976779556623864
1571,Infiniti FX30 3.0 AT,2013,II рестайлинг,219000,2,FX30d 4WD AT,3.0,1,Автомат,Полный,Внедорожник,Чёрный,Возможен,соответствует,2,9,5,Варшавская:до 5 мин.;Каховская:16–20 мин.;Чертановская:21–30 мин.,Другое,1599000,238,14.284889617206764
1572,Mazda CX-7 2.3 AT,2010,I рестайлинг,156900,2,2.3 4WD AT,2.3,0,Автомат,Полный,Внедорожник,Чёрный,Возможен,ниже,2,11,2,Лианозово:до 5 мин.;Яхромская:21–30 мин.;Физтех:от 31 мин.,Другое,839000,238,13.639967177343745
