,title,year,age,run,owners_pts,modification,volume,engine_type,transmission,gear,body,color,exchange,mark,other_history,tech_history,sold,subway,pts_type,price,horse_power,price_log
310,BMW 5 серия 2.0 AT,2018,G30/G31,60000,3,520d 2.0 xDrive Steptronic,2.0,1,Автомат,Полный,Седан,Чёрный,Не интересует,соответствует,3,2,2,Бабушкинская:11–15 мин.;Свиблово:21–30 мин.;Медведково:от 31 мин.,Оригинал,3350000,190,15.024471202308668
311,Mercedes-Benz C-класс 1.6 AT,2013,W204/S204/С204 рестайлинг,223653,4+,C 180 1.6 7G-Tronic,1.6,0,Автомат,Задний,Седан,Белый,Не интересует,выше,10,5,5,Выхино:6–10 мин.;Юго-Восточная:21–30 мин.;Рязанский проспект:от 31 мин.,Дубликат,1450000,156,14.187074804051692
312,Volkswagen Multivan 2.5 AT,2008,T5,321500,4+,2.5 TDI AT,2.5,1,Автомат,Передний,Minivan,Чёрный,Не интересует,соответствует,5,14,1,Люблино:от 31 мин.;Котельники:от 31 мин.;Братиславская:от 31 мин.,Другое,1500000,174,14.220976332738882
313,Volkswagen Polo 1.6 AT,2013,V,98899,2,1.6 MPI AT,1.6,0,Автомат,Передний,Седан,Белый,Не интересует,соответствует,2,5,1,Дубровка:до 5 мин.;Волгоградский проспект:11–15 мин.;Угрешская:16–20 мин.,Оригинал,600000,105,13.30468660086356
314,Kia Rio 1.6 AT,2012,III,183721,3,1.6 AT,1.6,0,Автомат,Передний,Седан,Серебряный,Не интересует,ниже,3,1,2,Выставочная:до 5 мин.;Деловой центр:до 5 мин.;Международная:6–10 мин.,Оригинал,635000,123,13.361381852676738
315,Kia Cerato 1.6 MT,2006,I,221000,3,1.6 MT,1.6,0,Механика,Передний,Седан,Серый,Не интересует,соответствует,3,5,2,Воробьёвы горы:16–20 мин.;Академическая:21–30 мин.;Площадь Гагарина:21–30 мин.,Оригинал,325000,105,12.691583538230217
316,Hyundai i40 1.7 AT,2015,I,82000,1,1.7 CRDI AT,1.7,1,Автомат,Передний,Седан,Белый,Не интересует,нет оценки,1,1,2,Лесопарковая:до 5 мин.;Аннино:16–20 мин.;Улица Старокачаловская:16–20 мин.,Оригинал,970000,136,13.785052381406869
317,Ford Mondeo 2.3 AT,2008,IV,200000,4+,2.3 AT,2.3,0,Автомат,Передний,Седан,Чёрный,Возможен,выше,7,4,3,Ховрино:от 31 мин.;Беломорская:от 31 мин.;Планерная:от 31 мин.,Дубликат,720000,161,13.487007879880162
318,BMW 5 серия 2.5 AT,2005,E60/E61,300000,1,525d 2.5 AT,2.5,1,Автомат,Задний,Седан,Чёрный,Не интересует,выше,2,5,7,Беломорская:до 5 мин.;Речной вокзал:16–20 мин.;Ховрино:21–30 мин.,Дубликат,965000,177,13.779884416590015
319,Mitsubishi Lancer 2.0 CVT,2008,X,169000,4+,2.0 CVT,2.0,0,Вариатор,Передний,Седан,Чёрный,Не интересует,ниже,6,5,2,Улица Дмитриевского:6–10 мин.;Лухмановская:16–20 мин.;Косино:от 31 мин.,Дубликат,580000,150,13.270785106659048
320,Suzuki Grand Vitara 2.4 AT,2014,II рестайлинг 2,129000,1,2.4 4WD AT,2.4,0,Автомат,Полный,Внедорожник,Белый,Возможен,нет оценки,1,14,2,Рассказовка:11–15 мин.;Новопеределкино:11–15 мин.;Боровское шоссе:от 31 мин.,Другое,1126000,168,13.934182975780846
321,BMW 5 серия 3.0 AT,2018,G30/G31,47965,1,540i 3.0 Steptronic,3.0,0,Автомат,Задний,Седан,Чёрный,Возможен,нет оценки,2,5,2,Царицыно:от 31 мин.;Пражская:от 31 мин.;Кантемировская:от 31 мин.,Электронный,4545000,340,15.329538505615695
322,ГАЗ ГАЗель 3302 2.9 MT,2014,II,284500,3,2.9 MT,2.9,0,Механика,Задний,Van,Белый,Не интересует,выше,2,5,3,Третьяковская:до 5 мин.;Новокузнецкая:до 5 мин.;Полянка:11–15 мин.,Оригинал,1150000,107,13.955273369904273
323,Mazda 3 1.6 MT,2007,BK рестайлинг,248000,4+,1.6 MT,1.6,0,Механика,Передний,Хэтчбек,Серый,Не интересует,ниже,4,2,4,Митино:до 5 мин.;Пятницкое шоссе:11–15 мин.;Волоколамская:21–30 мин.,Дубликат,300000,105,12.611541086966117
324,Kia Sportage 2.0 MT,2006,I,165000,1,2.0 4WD MT,2.0,0,Механика,Полный,Внедорожник,Серебряный,Не интересует,соответствует,1,5,2,Лианозово:16–20 мин.;Физтех:16–20 мин.;Алтуфьево:от 31 мин.,Оригинал,425000,128,12.95984680084496
325,Hyundai Santa Fe 2.2 AT,2007,II,145000,2,2.2 VGT 4WD AT,2.2,1,Автомат,Полный,Внедорожник,Чёрный,Не интересует,соответствует,2,2,2,Беговая:до 5 мин.;Полежаевская:16–20 мин.;Улица 1905 года:21–30 мин.,Оригинал,1130000,150,13.937729075643885
326,Kia Ceed 1.6 AMT,2015,JD рестайлинг,81000,1,1.6 AMT,1.6,0,Робот,Передний,Хэтчбек,Коричневый,другое,ниже,2,3,2,Южная:11–15 мин.;Чертановская:21–30 мин.;Пражская:21–30 мин.,Другое,1099000,135,13.909912143303451
327,BMW X2 2.0 AT,2018,F39,70000,1,28i 2.0 sDrive AT,2.0,0,Автомат,Передний,Внедорожник,Белый,Не интересует,нет оценки,2,5,1,Юго-Восточная:11–15 мин.;Косино:21–30 мин.;Лермонтовский проспект:21–30 мин.,Электронный,2300000,231,14.648420115681892
328,Volkswagen Tiguan 2.0 AT,2016,I рестайлинг,116000,1,2.0 TSI 4Motion AT,2.0,0,Автомат,Полный,Внедорожник,Бежевый,Возможен,ниже,1,8,1,Царицыно:от 31 мин.;Пражская:от 31 мин.;Кантемировская:от 31 мин.,Другое,1295000,180,14.07402202531625
329,Kia Sorento 2.5 AT,2021,IV,15500,1,2.5 T-GDi 4WD DCT,2.5,0,Робот,Полный,Внедорожник,Серебряный,Не интересует,нет оценки,2,5,2,,Электронный,3099999,281,14.946912669455376
330,Ford Focus 1.6 MT,2009,II рестайлинг,247000,3,1.6 MT,1.6,0,Механика,Передний,Хэтчбек,Серый,Не интересует,выше,3,11,2,Южная:6–10 мин.;Пражская:11–15 мин.;Чертановская:от 31 мин.,Оригинал,669000,115,13.41354083387756
331,Ford Focus 1.6 AMT,2015,III рестайлинг,96000,2,1.6 PowerShift,1.6,0,Робот,Передний,Седан,Серый,Возможен,ниже,2,2,2,Южная:11–15 мин.;Чертановская:21–30 мин.;Пражская:21–30 мин.,Другое,749000,105,13.526495597611952
332,Mazda CX-5 2.0 AT,2019,II,63000,1,2.0 4WD AT,2.0,0,Автомат,Полный,Внедорожник,Чёрный,Не интересует,ниже,1,10,2,Некрасовка:11–15 мин.;Лухмановская:от 31 мин.,Оригинал,2690000,150,14.805052123325165
333,Kia Rio 1.6 MT,2013,III,23848,1,1.6 MT,1.6,0,Механика,Передний,Хэтчбек,Красный,Не интересует,нет оценки,2,1,2,Бабушкинская:до 5 мин.;Медведково:21–30 мин.;Свиблово:21–30 мин.,Оригинал,900000,123,13.710151153416941
334,Ford Focus 2.0 AT,2011,II рестайлинг,197000,2,2.0 AT,2.0,0,Автомат,Передний,Универсал,Серебряный,Не интересует,выше,2,6,2,Щёлковская:до 5 мин.;Первомайская:16–20 мин.;Измайловская:от 31 мин.,Оригинал,759000,145,13.539758373899955
335,BMW M4 3.0 AT,2020,G82,80000,1,3.0 AT,3.0,0,Автомат,Задний,Купе,Красный,Не интересует,нет оценки,2,5,2,Новаторская:6–10 мин.;Проспект Вернадского:16–20 мин.;Калужская:21–30 мин.,Электронный,8190000,510,15.918424577929368
336,Nissan Qashqai 1.6 MT,2010,I рестайлинг,180000,1,1.6 MT,1.6,0,Механика,Передний,Внедорожник,Серый,Возможен,соответствует,2,5,1,Домодедовская:11–15 мин.;Зябликово:21–30 мин.;Красногвардейская:21–30 мин.,Оригинал,1015000,114,13.830400155679214
337,Hyundai Santa Fe 2.2 AT,2020,IV,69448,1,2.2 CRDi 4WD AT,2.2,1,Автомат,Полный,Внедорожник,Белый,Возможен,ниже,1,5,2,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица Старокачаловская:21–30 мин.,Другое,2849000,200,14.862478964480333
338,Renault Grand Scenic 1.5 AMT,2018,IV,99000,2,1.5 dCi AMT,1.5,1,Робот,Передний,Minivan,Синий,Возможен,соответствует,2,5,2,Щукинская:от 31 мин.;Октябрьское поле:от 31 мин.;Народное Ополчение:от 31 мин.,Оригинал,1720000,110,14.357835430184815
339,BMW X5 4.8 AT,2008,E70,190000,4+,48i 4.8 AT,4.8,0,Автомат,Полный,Внедорожник,Чёрный,Не интересует,выше,5,1,4,Кунцевская:21–30 мин.;Давыдково:21–30 мин.;Молодёжная:от 31 мин.,Дубликат,2050000,355,14.53335083891935
340,Volkswagen Tiguan 2.0 AMT,2017,II,212740,4+,2.0 TSI 4MOTION DSG,2.0,0,Робот,Полный,Внедорожник,Белый,Не интересует,выше,5,6,2,Фонвизинская:6–10 мин.;Тимирязевская:6–10 мин.;Бутырская:16–20 мин.,Оригинал,2750000,180,14.827111833279051
341,Suzuki Swift 1.3 MT,2005,III,242000,4+,1.3 MT,1.3,0,Механика,Передний,Хэтчбек,Другой,Не интересует,выше,6,1,2,Щёлковская:6–10 мин.;Первомайская:21–30 мин.;Измайловская:от 31 мин.,Оригинал,405000,92,12.91164481522143
342,Renault Duster 2.0 AT,2017,I рестайлинг,85000,1,2.0 4WD AT,2.0,0,Автомат,Полный,Внедорожник,Зелёный,другое,ниже,1,5,4,Южная:11–15 мин.;Чертановская:21–30 мин.;Пражская:21–30 мин.,Другое,1099000,143,13.909912143303451
343,Kia Rio 1.6 AT,2013,III,159800,1,1.6 AT,1.6,0,Автомат,Передний,Седан,Бежевый,Возможен,ниже,1,5,1,Рассказовка:11–15 мин.;Новопеределкино:11–15 мин.;Боровское шоссе:от 31 мин.,Другое,790000,123,13.579789490265187
344,Kia Ceed 1.6 MT,2014,JD,397000,3,1.6 MT,1.6,0,Механика,Передний,Хэтчбек,Красный,Не интересует,выше,2,6,3,Нахимовский проспект:до 5 мин.;Каховская:11–15 мин.;Севастопольская:11–15 мин.,Оригинал,690000,129,13.444448325847754
345,Mazda 3 1.6 AT,2014,BM,149000,2,1.6 AT,1.6,0,Автомат,Передний,Седан,Синий,Не интересует,выше,2,21,4,Варшавская:6–10 мин.;Нахимовский проспект:21–30 мин.;Каширская:21–30 мин.,Оригинал,1275000,104,14.058457520888082
346,Suzuki Grand Vitara 2.5 AT,2001,I,186536,2,2.5 4WD AT,2.5,0,Автомат,Полный,Внедорожник,Синий,Не интересует,выше,2,5,2,Кунцевская:до 5 мин.;Пионерская:16–20 мин.;Славянский бульвар:21–30 мин.,Оригинал,598000,155,13.301347705172173
347,Hyundai Solaris 1.6 AT,2019,II,378792,3,1.6 AT,1.6,0,Автомат,Передний,Седан,Белый,Не интересует,нет оценки,2,5,1,Речной вокзал:16–20 мин.;Беломорская:21–30 мин.;Водный стадион:21–30 мин.,Оригинал,1040000,123,13.854732232655556
348,Ford Mondeo 2.0 AT,2006,III рестайлинг,285000,2,2.0 AT,2.0,0,Автомат,Передний,Седан,Чёрный,Не интересует,выше,2,1,4,Улица академика Янгеля:6–10 мин.;Аннино:11–15 мин.;Лесопарковая:21–30 мин.,Дубликат,490000,145,13.102162710901053
349,Peugeot Partner 1.4 MT,2008,I рестайлинг,220300,2,1.4 MT,1.4,0,Механика,Передний,Van,Синий,Не интересует,выше,2,5,1,Раменки:21–30 мин.;Аминьевская:21–30 мин.;Минская:21–30 мин.,Оригинал,375000,75,12.834683971615659
350,ВАЗ (LADA) 21099 1.5 MT,2002,I,192035,3,1.5 MT,1.5,0,Механика,Передний,Седан,Серый,Не интересует,выше,2,5,1,Пражская:11–15 мин.;Южная:16–20 мин.;Улица академика Янгеля:от 31 мин.,Оригинал,215000,78,12.278397958261774
351,Toyota Camry 2.4 AT,2006,XV40,187300,2,2.4 AT,2.4,0,Автомат,Передний,Седан,Белый,Не интересует,выше,2,5,2,Пыхтино:11–15 мин.;Рассказовка:21–30 мин.;Аэропорт Внуково:от 31 мин.,Оригинал,1100000,167,13.910821646859095
352,Volkswagen Jetta 2.0 AMT,2019,VII,87000,1,2.0 TSI DSG,2.0,0,Робот,Передний,Седан,Чёрный,Не интересует,соответствует,1,5,2,Шипиловская:до 5 мин.;Красногвардейская:6–10 мин.;Зябликово:11–15 мин.,Оригинал,2300000,230,14.648420115681892
353,Volkswagen Multivan 2.0 AMT,2010,T5 рестайлинг,235000,2,2.0 TDI 4Motion DSG,2.0,1,Робот,Полный,Minivan,Чёрный,Не интересует,выше,2,1,2,Озёрная:6–10 мин.;Аминьевская:от 31 мин.;Мичуринский проспект:от 31 мин.,Оригинал,2380000,180,14.682611465815636
354,Skoda Rapid 1.4 AMT,2020,II,68214,1,1.4 TSI DSG,1.4,0,Робот,Передний,Хэтчбек,Белый,Не интересует,соответствует,1,1,2,Жулебино:до 5 мин.;Котельники:11–15 мин.;Лермонтовский проспект:21–30 мин.,Электронный,1630000,125,14.30409118627969
355,Mercedes-Benz S-класс 4.7 AT,2016,W222/C217/A217,71000,2,S 500 4.7 4MATIC 7G-Tronic,4.7,0,Автомат,Полный,Купе,Чёрный,Не интересует,нет оценки,2,17,2,Угрешская:16–20 мин.;Волгоградский проспект:16–20 мин.;Текстильщики:21–30 мин.,Оригинал,4680000,455,15.35880888156902
356,Infiniti FX35 3.5 AT,2003,I,250000,4+,3.5 4WD AT,3.5,0,Автомат,Полный,Внедорожник,Серебряный,Не интересует,нет оценки,10,1,12,Кунцевская:до 5 мин.;Пионерская:21–30 мин.;Давыдково:21–30 мин.,Оригинал,660000,280,13.399996629152977
357,Hyundai Getz 1.4 MT,2005,I рестайлинг,277000,3,1.4 MT,1.4,0,Механика,Передний,Хэтчбек,Серебряный,Не интересует,выше,3,5,1,Домодедовская:16–20 мин.;Орехово:21–30 мин.;Зябликово:от 31 мин.,Оригинал,395000,97,12.886643575525623
358,Toyota Corolla 1.6 AT,2009,X,138242,1,1.6 AT,1.6,0,Автомат,Передний,Седан,Чёрный,Возможен,соответствует,2,5,2,Окружная:11–15 мин.;Владыкино:11–15 мин.;Верхние Лихоборы:21–30 мин.,Другое,799000,124,13.591117476312084
359,Audi A6 Allroad Quattro 2.5 AT,2003,C5,281228,4+,2.5 TDI quattro Tiptronic,2.5,1,Автомат,Полный,Универсал,Зелёный,Возможен,выше,6,2,4,Красногвардейская:до 5 мин.;Зябликово:до 5 мин.;Шипиловская:6–10 мин.,Оригинал,795000,180,13.586098651497313
360,Opel Astra 1.4 MT,2003,G,195000,2,1.4 MT,1.4,0,Механика,Передний,Хэтчбек,Красный,Не интересует,ниже,2,5,2,Бабушкинская:21–30 мин.;Свиблово:от 31 мин.;Медведково:от 31 мин.,Оригинал,249500,90,12.42721820218171
361,MINI Cooper 1.5 AMT,2019,III рестайлинг,11100,1,1.5 AMT,1.5,0,Робот,Передний,Хэтчбек,Зелёный,Возможен,ниже,1,1,1,Лианозово:до 5 мин.;Яхромская:21–30 мин.;Физтех:от 31 мин.,Другое,1969000,136,14.49303686549315
362,BMW 5 серия 3.0 AT,2007,E60/E61 рестайлинг,266100,2,535xi 3.0 AT,3.0,0,Автомат,Полный,Седан,Чёрный,Не интересует,соответствует,2,5,5,Медведково:21–30 мин.;Бабушкинская:от 31 мин.,Оригинал,1340000,300,14.108180918195472
363,Geely Coolray 1.5 AMT,2020,I,43806,1,1.5 AMT,1.5,0,Робот,Передний,Внедорожник,Белый,другое,ниже,2,13,4,Зябликово:11–15 мин.;Красногвардейская:16–20 мин.;Домодедовская:16–20 мин.,Оригинал,1050000,150,13.864301674514206
364,Hyundai Sonata 2.5 AT,2020,VIII,42000,1,2.5 AT,2.5,0,Автомат,Передний,Седан,Чёрный,Не интересует,соответствует,1,10,2,Улица академика Янгеля:6–10 мин.;Аннино:21–30 мин.;Лесопарковая:21–30 мин.,Оригинал,2590000,180,14.767168819776032
365,Volkswagen Touareg 3.0 AT,2012,II,132000,2,3.0 TDI 4Motion AT,3.0,1,Автомат,Полный,Внедорожник,Коричневый,другое,выше,2,6,2,Кузьминки:до 5 мин.;Окская:21–30 мин.;Волжская:21–30 мин.,Оригинал,2599000,245,14.770637698386924
366,Chery Very 1.5 MT,2013,A13,123000,2,1.5 MT,1.5,0,Механика,Передний,Хэтчбек,Серый,Не интересует,ниже,2,5,2,ВДНХ:до 5 мин.;Алексеевская:16–20 мин.;Бутырская:от 31 мин.,Оригинал,272000,109,12.513561021741966
367,Hyundai Grand Starex 2.5 AT,2010,I,187000,2,2.5 CRDi 4WD AT,2.5,1,Автомат,Полный,Minivan,Серебряный,Возможен,ниже,2,5,1,Царицыно:от 31 мин.;Пражская:от 31 мин.;Кантемировская:от 31 мин.,Другое,1395000,145,14.148405690083225
368,Mazda 3 1.6 AT,2010,BL,175452,2,1.6 AT,1.6,0,Автомат,Передний,Хэтчбек,Белый,Не интересует,соответствует,2,5,2,Новопеределкино:6–10 мин.;Боровское шоссе:16–20 мин.;Рассказовка:21–30 мин.,Оригинал,870000,105,13.676249640055394
369,Kia Sportage 2.0 AT,2013,III,117000,2,2.0 4WD AT,2.0,0,Автомат,Полный,Внедорожник,Серебряный,другое,ниже,2,7,3,Южная:11–15 мин.;Чертановская:21–30 мин.;Пражская:21–30 мин.,Другое,1199000,150,13.99699926803766
370,Kia Rio 1.6 AT,2018,IV,74680,1,1.6 AT,1.6,0,Автомат,Передний,Седан,Белый,другое,ниже,2,5,1,Зябликово:11–15 мин.;Красногвардейская:16–20 мин.;Домодедовская:16–20 мин.,Оригинал,836000,123,13.636385088238372
371,Chevrolet Equinox 1.6 AT,2018,III,98600,1,1.6 D 4WD AT,1.6,1,Автомат,Полный,Внедорожник,Белый,Не интересует,нет оценки,2,5,2,Тропарёво:16–20 мин.;Юго-Западная:21–30 мин.;Беляево:от 31 мин.,Оригинал,1830000,137,14.419827071265543
372,Ford Focus 1.6 AMT,2012,III,172530,2,1.6 AMT,1.6,0,Робот,Передний,Хэтчбек,Чёрный,Возможен,ниже,2,5,2,Владыкино:6–10 мин.;Окружная:11–15 мин.;Верхние Лихоборы:21–30 мин.,Оригинал,599000,125,13.303018546545275
373,Hyundai Creta 2.0 AT,2018,I,79613,1,2.0 4WD AT,2.0,0,Автомат,Полный,Внедорожник,Белый,другое,ниже,2,35,2,Беломорская:11–15 мин.;Ховрино:11–15 мин.;Речной вокзал:21–30 мин.,Оригинал,1150000,150,13.955273369904273
374,Hyundai Solaris 1.6 AT,2013,I,198372,2,1.6 AT,1.6,0,Автомат,Передний,Седан,Белый,Не интересует,соответствует,2,9,2,Марксистская:11–15 мин.;Таганская:11–15 мин.;Площадь Ильича:11–15 мин.,Оригинал,640000,123,13.369225017834633
375,Renault Duster 1.5 MT,2012,I,165000,4+,1.5 dCi 4WD MT,1.5,1,Механика,Полный,Внедорожник,Красный,Не интересует,соответствует,5,5,3,Бунинская аллея:до 5 мин.;Улица Горчакова:16–20 мин.;Бульвар адмирала Ушакова:21–30 мин.,Оригинал,900000,90,13.710151153416941
376,Mitsubishi Outlander 2.0 MT,2011,II рестайлинг,419587,3,2.0 MT,2.0,0,Механика,Передний,Внедорожник,Белый,Не интересует,ниже,3,5,1,Саларьево:11–15 мин.;Филатов луг:от 31 мин.;Румянцево:от 31 мин.,Оригинал,790000,147,13.579789490265187
377,Ford Focus 1.6 AMT,2011,III,203000,2,1.6 AMT,1.6,0,Робот,Передний,Хэтчбек,Белый,Не интересует,выше,2,4,1,Озёрная:6–10 мин.;Аминьевская:от 31 мин.;Мичуринский проспект:от 31 мин.,Оригинал,870000,125,13.676249640055394
378,Nissan Almera Classic 1.6 MT,2008,I,154000,2,1.6 MT,1.6,0,Механика,Передний,Седан,Чёрный,Возможен,соответствует,2,3,2,Охотный ряд:до 5 мин.;Театральная:до 5 мин.;Площадь революции:до 5 мин.,Оригинал,520000,107,13.161586013632684
379,Volvo S60 1.6 AMT,2013,II рестайлинг,155000,3,1.6 T3 DCT,1.6,0,Робот,Передний,Седан,Коричневый,другое,ниже,3,5,1,Свиблово:6–10 мин.;Ботанический сад:11–15 мин.;Ростокино:21–30 мин.,Оригинал,925000,150,13.737550097575058
380,Peugeot Boxer 2.2 MT,2008,II,198000,2,2.2 HDi MT,2.2,1,Механика,Передний,Van,Синий,Не интересует,соответствует,2,5,1,Коломенская:до 5 мин.;Кленовый бульвар:11–15 мин.;Технопарк:21–30 мин.,Дубликат,850000,120,13.652992804936394
381,Nissan Almera 1.6 MT,2018,G15,106000,1,1.6 MT,1.6,0,Механика,Передний,Седан,Белый,другое,ниже,1,5,2,Текстильщики:11–15 мин.;Кузьминки:11–15 мин.;Волжская:21–30 мин.,Оригинал,610000,102,13.321215875492413
382,ВАЗ (LADA) Priora 1.6 MT,2010,I,158000,1,1.6 MT,1.6,0,Механика,Передний,Хэтчбек,Синий,Не интересует,соответствует,1,5,1,Озёрная:6–10 мин.;Аминьевская:от 31 мин.;Мичуринский проспект:от 31 мин.,Оригинал,295000,98,12.59473402514672
383,Toyota Avensis 2.0 AT,2007,T250 рестайлинг,183290,4+,2.0 AT,2.0,0,Автомат,Передний,Седан,Чёрный,Возможен,соответствует,5,5,1,Окружная:11–15 мин.;Владыкино:11–15 мин.;Верхние Лихоборы:21–30 мин.,Другое,799000,147,13.591117476312084
384,Skoda Octavia 1.4 AMT,2011,II рестайлинг,328000,4+,1.4 TSI DSG,1.4,0,Робот,Передний,Хэтчбек,Серый,Не интересует,соответствует,5,2,2,Отрадное:до 5 мин.;Владыкино:от 31 мин.;Бибирево:от 31 мин.,Дубликат,565000,122,13.244582780038517
385,Nissan X-Trail 2.0 AT,2012,II рестайлинг,136000,2,2.0 dCi 4WD AT,2.0,1,Автомат,Полный,Внедорожник,Чёрный,другое,ниже,2,9,4,Южная:11–15 мин.;Чертановская:21–30 мин.;Пражская:21–30 мин.,Другое,1099000,150,13.909912143303451
386,Kia Rio 1.6 AT,2021,IV рестайлинг,56273,1,1.6 AT,1.6,0,Автомат,Передний,Седан,Белый,другое,ниже,2,3,2,Беломорская:11–15 мин.;Ховрино:11–15 мин.;Речной вокзал:21–30 мин.,Оригинал,1020000,123,13.83531416565213
387,Renault Sandero 1.6 MT,2016,II,150000,2,1.6 MT,1.6,0,Механика,Передний,Хэтчбек,Синий,Не интересует,соответствует,2,1,1,Верхние Лихоборы:6–10 мин.;Селигерская:6–10 мин.;Лихоборы:21–30 мин.,Оригинал,655000,82,13.392392041333782
388,Chevrolet Cruze 1.6 MT,2012,I,273000,2,1.6 MT,1.6,0,Механика,Передний,Хэтчбек,Серый,Не интересует,соответствует,2,2,2,Домодедовская:до 5 мин.;Красногвардейская:16–20 мин.;Орехово:21–30 мин.,Оригинал,640000,109,13.369225017834633
389,ЗАЗ Sens 1.5 MT,2007,I,177086,1,1.5 MT,1.5,0,Механика,Передний,Van,Белый,Возможен,выше,1,5,2,Озёрная:16–20 мин.;Юго-Западная:16–20 мин.;Мичуринский проспект:21–30 мин.,Оригинал,225000,85,12.323860125621126
390,Kia Rio 1.4 AT,2016,III рестайлинг,200000,2,1.4 AT,1.4,0,Автомат,Передний,Седан,Чёрный,Не интересует,соответствует,2,5,2,Семёновская:21–30 мин.;Шоссе Энтузиастов:21–30 мин.;Измайлово:21–30 мин.,Оригинал,540000,107,13.199326270390594
391,Chrysler Sebring 2.4 AT,2002,II,150000,3,2.4 AT,2.4,0,Автомат,Передний,Седан,Серебряный,Не интересует,ниже,3,2,3,Улица Горчакова:11–15 мин.;Бульвар адмирала Ушакова:16–20 мин.;Бунинская аллея:21–30 мин.,Оригинал,150000,152,11.918397239722838
392,Skoda Rapid 1.6 AT,2018,I рестайлинг,87178,1,1.6 MPI AT,1.6,0,Автомат,Передний,Хэтчбек,Чёрный,другое,ниже,1,2,2,Окружная:11–15 мин.;Владыкино:11–15 мин.;Верхние Лихоборы:21–30 мин.,Другое,869000,110,13.675099554994853
393,Volkswagen Passat 2.0 AT,2007,B6,217000,4+,2.0 FSI AT,2.0,0,Автомат,Передний,Седан,Бежевый,Не интересует,выше,4,5,1,Озёрная:6–10 мин.;Аминьевская:от 31 мин.;Мичуринский проспект:от 31 мин.,Оригинал,845000,150,13.647093089770562
394,Kia Sorento 3.3 AT,2008,I рестайлинг,223000,1,3.3 4WD AT,3.3,0,Автомат,Полный,Внедорожник,Чёрный,Не интересует,соответствует,1,5,2,Солнцево:до 5 мин.;Боровское шоссе:21–30 мин.;Говорово:21–30 мин.,Оригинал,980000,248,13.795308871054397
395,Hyundai Santa Fe 2.2 AT,2012,III,218000,2,2.2 R VGT 4WD AT,2.2,1,Автомат,Полный,Внедорожник,Чёрный,Не интересует,выше,2,7,2,Перово:до 5 мин.;Новогиреево:21–30 мин.;Шоссе Энтузиастов:от 31 мин.,Оригинал,1900000,197,14.45736497045232
396,Nissan Qashqai 2.0 MT,2009,I,190000,2,2.0 MT,2.0,0,Механика,Передний,Внедорожник,Чёрный,Не интересует,соответствует,2,19,2,Волоколамская:до 5 мин.;Митино:21–30 мин.;Мякинино:от 31 мин.,Оригинал,890000,141,13.698977865303197
397,Hyundai Elantra 1.6 AT,2017,VI,98361,1,1.6 AT,1.6,0,Автомат,Передний,Седан,Синий,другое,ниже,2,3,1,Пражская:до 5 мин.;Южная:11–15 мин.;Улица академика Янгеля:21–30 мин.,Оригинал,899000,128,13.70903942580019
398,Mercedes-Benz GL-класс 3.0 AT,2014,X166,142462,1,GL 350d 3.0 4MATIC 7G-Tronic,3.0,1,Автомат,Полный,Внедорожник,Белый,Возможен,ниже,1,5,1,Аннино:6–10 мин.;Лесопарковая:11–15 мин.;Улица Старокачаловская:21–30 мин.,Другое,2649000,249,14.789693145755079
399,Toyota Avensis 1.8 AT,2007,T250 рестайлинг,290000,3,1.8 AT,1.8,0,Автомат,Передний,Универсал,Белый,Не интересует,нет оценки,3,5,2,Домодедовская:до 5 мин.;Красногвардейская:16–20 мин.;Орехово:21–30 мин.,Другое,630000,129,13.353476685668042
400,Mercedes-Benz G-класс 2.7 AT,2005,W463,283000,4+,G 270 CDI 2.7 4MATIC AT,2.7,1,Автомат,Полный,Внедорожник,Синий,Не интересует,выше,6,5,6,Ростокино:11–15 мин.;Свиблово:от 31 мин.;Ботанический сад:от 31 мин.,Дубликат,2625000,156,14.780591834960168
401,Mitsubishi ASX 1.8 CVT,2012,I,135000,1,1.8 CVT,1.8,0,Вариатор,Передний,Внедорожник,Чёрный,Не интересует,соответствует,1,2,2,Каширская:до 5 мин.;Кантемировская:21–30 мин.;Варшавская:от 31 мин.,Оригинал,1099000,140,13.909912143303451
402,Mercedes-Benz C-класс 1.8 AT,2010,W204/S204,171000,3,C 180 1.8 7G-Tronic,1.8,0,Автомат,Задний,Седан,Белый,Возможен,соответствует,3,6,1,Царицыно:от 31 мин.;Пражская:от 31 мин.;Кантемировская:от 31 мин.,Другое,995000,156,13.81049902116535
403,Jaguar S-type 3.0 AT,2007,I рестайлинг,70124,2,3.0 AT,3.0,0,Автомат,Задний,Седан,Синий,другое,ниже,2,2,2,Селигерская:6–10 мин.;Верхние Лихоборы:21–30 мин.;Яхромская:21–30 мин.,Другое,1015000,238,13.830400155679214
404,Kia Sportage 2.0 AT,2015,III рестайлинг,96000,1,2.0 4WD AT,2.0,0,Автомат,Полный,Внедорожник,Серый,Возможен,ниже,1,6,2,Царицыно:от 31 мин.;Пражская:от 31 мин.;Кантемировская:от 31 мин.,Другое,1215000,150,14.010255457801716
