,title,year,age,run,history,owners_pts,modification,volume,engine_type,transmission,gear,body,color,wheel,exchange,mark,accident,other_history,tech_history,sold,pts_type,price,horse_power
1524,Honda Crosstour 3.5 AT,2013,I рестайлинг,155000,13.0,1,3.5 4WD AT,3.5,Бензин,Автомат,Полный,Внедорожник,Белый,Левый,Возможен,соответствует,1,1,6,1,Другое,1695000,281
1525,Skoda Octavia 1.6 AT,2020,III рестайлинг,86000,7.0,1,1.6 MPI AT,1.6,Бензин,Автомат,Передний,Хэтчбек,Коричневый,Левый,другое,ниже,0,1,5,3,Другое,1409000,110
1526,Mitsubishi Lancer 1.8 CVT,2008,X,141141,15.0,3,1.8 CVT,1.8,Бензин,Вариатор,Передний,Седан,Зелёный,Левый,Возможен,соответствует,0,3,9,2,Другое,699000,143
1527,Kia Cerato 2.0 AT,2019,IV,65118,11.267396907216495,1,2.0 AT,2.0,Бензин,Автомат,Передний,Седан,Белый,Левый,Возможен,ниже,1,1,5,2,Другое,1449000,150
1528,Volvo S60 2.0 AT,2012,II,147013,2.0,1,2.0 T4 AT,2.0,Бензин,Автомат,Передний,Седан,Чёрный,Левый,другое,ниже,1,1,5,2,Другое,1049000,180
1529,Haval F7x 1.5 AMT,2021,I,41263,9.0,1,1.5 4WD AMT,1.5,Бензин,Робот,Полный,Внедорожник,Чёрный,Левый,другое,ниже,0,1,2,6,Оригинал,1480000,150
1530,Opel Astra GTC 1.8 AT,2008,H рестайлинг,170000,15.0,2,1.8 AT,1.8,Бензин,Автомат,Передний,Хэтчбек,Чёрный,Левый,другое,соответствует,0,2,1,5,Другое,499000,140
1531,Nissan Qashqai 2.0 MT,2010,I рестайлинг,173000,10.0,1,2.0 4WD MT,2.0,Бензин,Механика,Полный,Внедорожник,Серебряный,Левый,Возможен,выше,1,1,1,1,Другое,995000,141
1532,BMW 3 серия 2.0 AT,2019,F30/F31 рестайлинг,34560,13.0,1,320i 2.0 Steptronic,2.0,Бензин,Автомат,Задний,Седан,Белый,Левый,другое,нет оценки,1,2,2,3,Оригинал,2500000,184
1533,Kia Rio X-Line 1.6 MT,2019,I,72411,4.0,1,1.6 MT,1.6,Бензин,Механика,Передний,Хэтчбек,Коричневый,Левый,Возможен,ниже,0,1,2,2,Другое,1149000,123
1534,Hyundai Sonata 2.4 AT,2017,VII рестайлинг,89000,23.0,2,2.4 AT,2.4,Бензин,Автомат,Передний,Седан,Чёрный,Левый,Возможен,ниже,1,2,12,3,Другое,1499000,188
1535,Mazda 6 2.0 AT,2014,GJ,174000,16.0,3,2.0 AT,2.0,Бензин,Автомат,Передний,Седан,Белый,Левый,Возможен,ниже,1,3,9,2,Другое,1295000,150
1536,BMW X1 2.0 AT,2012,E84,155000,10.0,1,20d 2.0 xDrive AT,2.0,Дизель,Автомат,Полный,Внедорожник,Чёрный,Левый,Возможен,соответствует,0,1,6,1,Другое,1145000,177
1537,Toyota Corolla 1.6 AT,2010,X,124366,4.0,1,1.6 AT,1.6,Бензин,Автомат,Передний,Седан,Белый,Левый,Возможен,ниже,1,1,5,1,Другое,899000,124
1538,Volvo S60 2.5 AT,2011,II,147000,11.0,2,2.5 T5 AT,2.5,Бензин,Автомат,Передний,Седан,Серый,Левый,Возможен,выше,0,2,3,1,Другое,1145000,249
1539,Ford Mondeo 2.0 AMT,2013,IV рестайлинг,133724,11.267396907216495,1,2.0 PowerShift,2.0,Бензин,Робот,Передний,Седан,Чёрный,Левый,другое,ниже,1,1,5,2,Другое,849000,200
1540,Hyundai ix35 2.0 AT,2013,I,121047,15.0,1,2.0 AT,2.0,Бензин,Автомат,Передний,Внедорожник,Белый,Левый,другое,ниже,1,1,14,2,Другое,999000,150
1541,Toyota Avensis 1.8 CVT,2012,T270 рестайлинг,161000,5.0,3,1.8 CVT,1.8,Бензин,Вариатор,Передний,Седан,Другой,Левый,Возможен,ниже,0,3,1,2,Другое,995000,147
1542,Hyundai Elantra 2.0 AT,2020,VII,20900,11.267396907216495,2,2.0 AT,2.0,Бензин,Автомат,Передний,Седан,Чёрный,Левый,Возможен,ниже,1,2,5,2,Другое,1899000,150
1543,Kia Sportage 2.0 AT,2016,IV,149000,4.0,1,2.0 4WD AT,2.0,Бензин,Автомат,Полный,Внедорожник,Белый,Левый,Возможен,ниже,0,1,1,1,Другое,1495000,150
1544,Opel Astra GTC 1.4 AT,2013,J рестайлинг,132787,16.0,1,1.4 Turbo AT,1.4,Бензин,Автомат,Передний,Хэтчбек,Другой,Левый,Возможен,соответствует,0,1,3,3,Другое,849000,140
1545,Skoda Kodiaq 1.4 AMT,2018,I,121247,29.0,1,1.4 TSI DSG,1.4,Бензин,Робот,Передний,Внедорожник,Белый,Левый,Возможен,ниже,0,1,28,1,Другое,1799000,150
1546,Hyundai Grand Starex 2.5 AT,2010,I,261100,12.0,4+,2.5 CRDi 4WD AT,2.5,Дизель,Автомат,Полный,Minivan,Серебряный,Левый,Возможен,ниже,0,7,1,8,Другое,1093000,175
1547,Skoda Rapid 1.6 AT,2017,I рестайлинг,98000,9.0,3,1.6 MPI AT,1.6,Бензин,Автомат,Передний,Хэтчбек,Белый,Левый,Возможен,соответствует,1,3,2,1,Другое,989000,110
1548,Toyota Highlander 3.5 AT,2013,II рестайлинг,139224,10.0,2,3.5 V6 4WD AT,3.5,Бензин,Автомат,Полный,Внедорожник,Белый,Левый,Возможен,ниже,0,2,2,2,Другое,1695000,273
1549,Renault Duster 2.0 AT,2019,I рестайлинг,67999,7.0,2,2.0 4WD AT,2.0,Бензин,Автомат,Полный,Внедорожник,Зелёный,Левый,другое,ниже,1,2,3,2,Другое,1199000,143
1550,Mazda 5 2.0 AT,2012,II,142000,10.0,2,2.0 AT,2.0,Бензин,Автомат,Передний,Minivan,Серый,Левый,Возможен,ниже,1,2,5,3,Другое,949000,144
1551,Volvo XC90 2.5 AT,2011,I рестайлинг,174500,24.0,4+,2.5 T5 4WD AT 7 мест,2.5,Бензин,Автомат,Полный,Внедорожник,Коричневый,Левый,Возможен,ниже,1,7,25,2,Другое,995000,210
1552,Infiniti FX30 3.0 AT,2013,II рестайлинг,131170,28.0,1,FX30d 4WD AT,3.0,Дизель,Автомат,Полный,Внедорожник,Белый,Левый,Возможен,ниже,0,1,27,1,Другое,1599000,238
1553,Hyundai Elantra 1.5 CVT,2023,VII рестайлинг,20,2.0,1,1.5 CVT,1.5,Бензин,Вариатор,Передний,Седан,Белый,Левый,Возможен,нет оценки,1,2,5,1,Другое,1999000,115
1554,Toyota Land Cruiser 4.5 AT,2013,200 рестайлинг,136202,16.0,2,4.5 D AT 7 мест,4.5,Дизель,Автомат,Полный,Внедорожник,Белый,Левый,Возможен,соответствует,1,2,8,3,Другое,3199000,235
1555,Hyundai Santa Fe 2.2 AT,2011,II рестайлинг,136000,11.0,3,2.2 R VGT 4WD AT,2.2,Дизель,Автомат,Полный,Внедорожник,Серебряный,Левый,Возможен,ниже,0,3,5,4,Другое,1095000,197
1556,Kia Sportage 2.0 AT,2013,III,110100,11.0,4+,2.0 4WD AT,2.0,Бензин,Автомат,Полный,Внедорожник,Серый,Левый,Возможен,ниже,0,4,2,3,Другое,1083000,150
1557,Kia Sorento 2.4 AT,2016,II рестайлинг,130488,10.0,1,2.4 4WD AT,2.4,Бензин,Автомат,Полный,Внедорожник,Серый,Левый,Возможен,ниже,1,1,8,2,Другое,1479000,175
1558,Chevrolet Cruze 1.8 AT,2013,I рестайлинг,128655,7.0,2,1.8 AT,1.8,Бензин,Автомат,Передний,Седан,Чёрный,Левый,Возможен,соответствует,0,2,1,2,Другое,795000,141
1559,Cadillac Escalade 6.2 AT,2011,GMT900,154942,15.0,1,6.2 V8 4WD AT ESV,6.2,Бензин,Автомат,Полный,Внедорожник,Чёрный,Левый,другое,соответствует,1,1,13,2,Другое,1749000,409
1560,Hyundai Tucson 2.0 AT,2023,IV,863,2.0,1,2.0 AT,2.0,Бензин,Автомат,Передний,Внедорожник,Серый,Левый,Возможен,ниже,1,1,5,3,Другое,2799000,150
1561,Toyota Corolla 1.6 MT,2013,X рестайлинг,123000,17.0,2,1.6 MT,1.6,Бензин,Механика,Передний,Седан,Белый,Левый,другое,соответствует,0,2,5,2,Другое,899000,124
1562,Volkswagen Multivan 2.0 AMT,2014,T5 рестайлинг,198000,33.0,4+,2.0 TSI 4Motion DSG,2.0,Бензин,Робот,Полный,Minivan,Чёрный,Левый,Возможен,соответствует,0,5,25,5,Другое,2295000,204
1563,Audi A6 3.0 AMT,2013,C7,104000,18.0,2,3.0 TDI quattro S tronic,3.0,Дизель,Робот,Полный,Седан,Чёрный,Левый,Возможен,выше,1,2,9,1,Другое,1749000,245
1564,Volkswagen Arteon 2.0 AMT,2018,I,87000,11.0,1,2.0 TDI 4MOTION DSG,2.0,Дизель,Робот,Полный,Хэтчбек,Чёрный,Левый,Возможен,ниже,0,1,1,4,Другое,2655000,190
1565,Mazda CX-5 2.0 AT,2016,I рестайлинг,118000,6.0,1,2.0 4WD AT,2.0,Бензин,Автомат,Полный,Внедорожник,Красный,Левый,Возможен,соответствует,0,1,5,2,Другое,1895000,150
1566,Chevrolet Cruze 1.6 AT,2015,I рестайлинг,100470,10.0,2,1.6 AT,1.6,Бензин,Автомат,Передний,Хэтчбек,Коричневый,Левый,Возможен,соответствует,0,2,2,2,Другое,899000,109
1567,Mazda 3 1.5 AT,2014,BM,131543,11.267396907216495,1,1.5 AT,1.5,Бензин,Автомат,Передний,Седан,Другой,Левый,другое,ниже,1,1,5,2,Другое,999000,120
1568,Chevrolet Cruze 1.8 AT,2013,I рестайлинг,141653,27.0,2,1.8 AT,1.8,Бензин,Автомат,Передний,Седан,Чёрный,Левый,Возможен,выше,0,2,19,2,Другое,799000,141
1569,Hyundai Santa Fe 2.2 AMT,2021,IV рестайлинг,58000,20.0,1,2.2 CRDi 4WD DCT,2.2,Дизель,Робот,Полный,Внедорожник,Чёрный,Левый,Возможен,ниже,0,1,14,3,Другое,2899000,199
1570,Hyundai Solaris 1.6 AT,2018,II,118000,16.0,2,1.6 AT,1.6,Бензин,Автомат,Передний,Седан,Чёрный,Левый,Возможен,выше,0,2,17,1,Другое,1175000,123
1571,Infiniti FX30 3.0 AT,2013,II рестайлинг,219000,26.0,2,FX30d 4WD AT,3.0,Дизель,Автомат,Полный,Внедорожник,Чёрный,Левый,Возможен,соответствует,0,2,9,5,Другое,1599000,238
1572,Mazda CX-7 2.3 AT,2010,I рестайлинг,156900,14.0,2,2.3 4WD AT,2.3,Бензин,Автомат,Полный,Внедорожник,Чёрный,Левый,Возможен,ниже,1,2,11,2,Другое,839000,238
1573,Toyota Camry 2.0 AT,2014,XV50,180500,7.0,2,2.0 AT,2.0,Бензин,Автомат,Передний,Седан,Чёрный,Левый,Возможен,ниже,0,2,1,1,Другое,1295000,148
1574,Suzuki SX4 1.6 AT,2012,I рестайлинг,139000,32.0,1,1.6 4WD AT,1.6,Бензин,Автомат,Полный,Внедорожник,Синий,Левый,Возможен,соответствует,0,1,33,2,Другое,839000,112
1575,Mazda CX-5 2.5 AT,2018,II,90499,18.0,1,2.5 4WD AT,2.5,Бензин,Автомат,Полный,Внедорожник,Синий,Левый,Возможен,соответствует,0,1,15,1,Другое,2445000,194
1576,BMW 5 серия 3.0 AT,2011,F10/F11,148590,15.0,2,535i 3.0 xDrive AT,3.0,Бензин,Автомат,Полный,Седан,Синий,Левый,другое,соответствует,1,2,12,2,Другое,1549000,306
1577,Audi Q3 2.0 AMT,2012,I,138204,25.0,2,2.0 TFSI quattro S tronic,2.0,Бензин,Робот,Полный,Внедорожник,Белый,Левый,Возможен,ниже,0,2,5,4,Другое,1149000,170
1578,Mercedes-Benz Viano 2.1 AT,2014,W639 рестайлинг,191000,25.0,2,2.1 CDI 4MATIC AT Lang,2.1,Дизель,Автомат,Полный,Minivan,Чёрный,Левый,Возможен,соответствует,1,2,26,3,Другое,1949000,163
1579,Kia Optima 2.4 AT,2015,III рестайлинг,155000,15.0,3,2.4 AT,2.4,Бензин,Автомат,Передний,Седан,Чёрный,Левый,Возможен,соответствует,1,3,10,2,Другое,1275000,180
1580,Mercedes-Benz M-класс 3.0 AT,2014,W166,122451,3.0,1,ML 350d 3.0 4MATIC 7G-Tronic,3.0,Дизель,Автомат,Полный,Внедорожник,Чёрный,Левый,Возможен,ниже,1,1,5,2,Другое,2049000,258
1581,Opel Mokka 1.8 AT,2013,I,154000,6.0,1,1.8 4WD AT,1.8,Бензин,Автомат,Полный,Внедорожник,Коричневый,Левый,Возможен,соответствует,1,2,5,2,Другое,995000,140
1582,Chevrolet TrailBlazer 2.8 AT,2013,II,140400,5.0,1,2.8 D 4WD AT,2.8,Дизель,Автомат,Полный,Внедорожник,Чёрный,Левый,Возможен,ниже,0,1,3,2,Другое,1395000,180
1583,Mercedes-Benz C-класс 1.6 AT,2014,W205/S205/C205/A205,149648,8.0,3,C 180 1.6 7G-Tronic,1.6,Бензин,Автомат,Задний,Седан,Серый,Левый,Возможен,соответствует,1,3,5,2,Другое,1879000,156
1584,Skoda Octavia 1.4 AMT,2016,III,121445,17.0,2,1.4 TSI DSG,1.4,Бензин,Робот,Передний,Хэтчбек,Серый,Левый,Возможен,выше,0,2,8,4,Другое,1145000,150
1585,Land Rover Range Rover Sport 3.0 AT,2015,II,136937,28.0,1,3.0 TD AT,3.0,Дизель,Автомат,Полный,Внедорожник,Чёрный,Левый,другое,ниже,1,1,38,2,Другое,2499000,249
1586,Hyundai Grandeur 3.0 AT,2012,V,155740,22.0,2,3.0 AT,3.0,Бензин,Автомат,Передний,Седан,Чёрный,Левый,Возможен,соответствует,0,2,21,2,Другое,1199000,250
1587,BMW 3 серия 2.0 AT,2019,G20/G21,38000,4.0,1,330i 2.0 xDrive AT,2.0,Бензин,Автомат,Полный,Седан,Чёрный,Левый,Возможен,нет оценки,1,2,5,3,Другое,3199000,258
1588,Volvo XC70 2.4 AT,2011,II,176000,9.0,2,2.4 D5 4WD AT,2.4,Дизель,Автомат,Полный,Универсал,Чёрный,Левый,Возможен,соответствует,0,2,1,1,Другое,1285000,205
1589,Toyota Land Cruiser Prado 4.0 AT,2007,120 рестайлинг,225000,42.0,1,5-spee D 4.0 AT,4.0,Бензин,Автомат,Полный,Внедорожник,Серебряный,Левый,Возможен,выше,1,1,38,1,Другое,1999000,249
1590,Kia Sorento 2.4 AT,2012,II рестайлинг,162300,6.0,2,2.4 4WD AT,2.4,Бензин,Автомат,Полный,Внедорожник,Серебряный,Левый,Возможен,ниже,1,2,2,2,Другое,1093000,175
1591,Kia Ceed 1.6 AT,2014,JD,169000,12.0,1,1.6 AT,1.6,Бензин,Автомат,Передний,Хэтчбек,Коричневый,Левый,Возможен,соответствует,0,1,3,1,Другое,995000,129
1592,Hyundai Santa Fe 2.2 AT,2012,II рестайлинг,139618,12.0,1,2.2 R VGT 4WD AT,2.2,Дизель,Автомат,Полный,Внедорожник,Чёрный,Левый,Возможен,ниже,1,1,11,2,Другое,1049000,197
1593,Ford Mondeo 2.5 AT,2015,V,127408,8.0,1,2.5 AT,2.5,Бензин,Автомат,Передний,Седан,Бежевый,Левый,Возможен,ниже,0,1,3,2,Другое,1295000,149
1594,Mitsubishi Lancer 1.8 MT,2008,X,179373,7.0,2,1.8 MT,1.8,Бензин,Механика,Передний,Седан,Зелёный,Левый,другое,выше,1,2,5,2,Другое,699000,143
1595,Hyundai Santa Fe 2.2 AT,2018,III рестайлинг,98213,4.0,1,2.2 CRDi 4WD AT,2.2,Дизель,Автомат,Полный,Внедорожник,Белый,Левый,Возможен,соответствует,1,1,3,1,Другое,2049000,200
