,title,year,age,run,history,owners_pts,modification,volume,engine_type,transmission,gear,body,color,wheel,exchange,mark,accident,other_history,tech_history,sold,pts_type,price,horse_power
387,Renault Sandero 1.6 MT,2016,II,150000,11.0,2,1.6 MT,1.6,Бензин,Механика,Передний,Хэтчбек,Синий,Левый,Не интересует,соответствует,0,2,1,1,Оригинал,655000,82
388,Chevrolet Cruze 1.6 MT,2012,I,273000,5.0,2,1.6 MT,1.6,Бензин,Механика,Передний,Хэтчбек,Серый,Левый,Не интересует,соответствует,0,2,2,2,Оригинал,640000,109
389,ЗАЗ Sens 1.5 MT,2007,I,177086,4.0,1,1.5 MT,1.5,Бензин,Механика,Передний,Van,Белый,Левый,Возможен,выше,1,1,5,2,Оригинал,225000,85
390,Kia Rio 1.4 AT,2016,III рестайлинг,200000,7.0,2,1.4 AT,1.4,Бензин,Автомат,Передний,Седан,Чёрный,Левый,Не интересует,соответствует,0,2,5,2,Оригинал,540000,107
391,Chrysler Sebring 2.4 AT,2002,II,150000,10.0,3,2.4 AT,2.4,Бензин,Автомат,Передний,Седан,Серебряный,Левый,Не интересует,ниже,1,3,2,3,Оригинал,150000,152
392,Skoda Rapid 1.6 AT,2018,I рестайлинг,87178,4.0,1,1.6 MPI AT,1.6,Бензин,Автомат,Передний,Хэтчбек,Чёрный,Левый,другое,ниже,1,1,2,2,Другое,869000,110
393,Volkswagen Passat 2.0 AT,2007,B6,217000,7.0,4+,2.0 FSI AT,2.0,Бензин,Автомат,Передний,Седан,Бежевый,Левый,Не интересует,выше,0,4,5,1,Оригинал,845000,150
394,Kia Sorento 3.3 AT,2008,I рестайлинг,223000,8.0,1,3.3 4WD AT,3.3,Бензин,Автомат,Полный,Внедорожник,Чёрный,Левый,Не интересует,соответствует,1,1,5,2,Оригинал,980000,248
395,Hyundai Santa Fe 2.2 AT,2012,III,218000,9.0,2,2.2 R VGT 4WD AT,2.2,Дизель,Автомат,Полный,Внедорожник,Чёрный,Левый,Не интересует,выше,1,2,7,2,Оригинал,1900000,197
396,Nissan Qashqai 2.0 MT,2009,I,190000,19.0,2,2.0 MT,2.0,Бензин,Механика,Передний,Внедорожник,Чёрный,Левый,Не интересует,соответствует,1,2,19,2,Оригинал,890000,141
397,Hyundai Elantra 1.6 AT,2017,VI,98361,5.0,1,1.6 AT,1.6,Бензин,Автомат,Передний,Седан,Синий,Левый,другое,ниже,0,2,3,1,Оригинал,899000,128
398,Mercedes-Benz GL-класс 3.0 AT,2014,X166,142462,9.0,1,GL 350d 3.0 4MATIC 7G-Tronic,3.0,Дизель,Автомат,Полный,Внедорожник,Белый,Левый,Возможен,ниже,1,1,5,1,Другое,2649000,249
399,Toyota Avensis 1.8 AT,2007,T250 рестайлинг,290000,6.0,3,1.8 AT,1.8,Бензин,Автомат,Передний,Универсал,Белый,Левый,Не интересует,нет оценки,1,3,5,2,Другое,630000,129
400,Mercedes-Benz G-класс 2.7 AT,2005,W463,283000,15.0,4+,G 270 CDI 2.7 4MATIC AT,2.7,Дизель,Автомат,Полный,Внедорожник,Синий,Левый,Не интересует,выше,0,6,5,6,Дубликат,2625000,156
401,Mitsubishi ASX 1.8 CVT,2012,I,135000,5.0,1,1.8 CVT,1.8,Бензин,Вариатор,Передний,Внедорожник,Чёрный,Левый,Не интересует,соответствует,1,1,2,2,Оригинал,1099000,140
402,Mercedes-Benz C-класс 1.8 AT,2010,W204/S204,171000,14.0,3,C 180 1.8 7G-Tronic,1.8,Бензин,Автомат,Задний,Седан,Белый,Левый,Возможен,соответствует,0,3,6,1,Другое,995000,156
403,Jaguar S-type 3.0 AT,2007,I рестайлинг,70124,5.0,2,3.0 AT,3.0,Бензин,Автомат,Задний,Седан,Синий,Левый,другое,ниже,1,2,2,2,Другое,1015000,238
404,Kia Sportage 2.0 AT,2015,III рестайлинг,96000,6.0,1,2.0 4WD AT,2.0,Бензин,Автомат,Полный,Внедорожник,Серый,Левый,Возможен,ниже,1,1,6,2,Другое,1215000,150
405,Audi Q5 2.0 AMT,2009,I,167000,15.0,4+,2.0 TFSI quattro S tronic,2.0,Бензин,Робот,Полный,Внедорожник,Белый,Левый,другое,ниже,1,4,7,2,Оригинал,1095000,211
406,Hyundai Sonata 2.4 AT,2013,VI,180000,5.0,1,2.4 AT,2.4,Бензин,Автомат,Передний,Седан,Белый,Левый,Не интересует,выше,1,1,5,2,Электронный,1090000,201
407,Nissan Teana 2.5 CVT,2008,J32,180000,42.0,4+,2.5 CVT,2.5,Бензин,Вариатор,Передний,Седан,Чёрный,Левый,Не интересует,соответствует,0,5,36,3,Оригинал,850000,182
408,Audi Q5 2.0 AT,2011,I,175000,6.0,2,2.0 TFSI quattro Tiptronic,2.0,Бензин,Автомат,Полный,Внедорожник,Серебряный,Левый,Не интересует,выше,1,2,3,2,Оригинал,1750000,211
409,Hyundai Tucson 2.0 AT,2017,III,119000,14.0,1,2.0 4WD AT,2.0,Бензин,Автомат,Полный,Внедорожник,Белый,Левый,Возможен,ниже,0,1,12,1,Другое,1530000,150
410,Volkswagen Passat 2.0 AT,2007,B6,257000,6.0,1,2.0 FSI AT,2.0,Бензин,Автомат,Передний,Седан,Серебряный,Левый,Не интересует,выше,1,1,5,2,Оригинал,720000,150
411,Volvo XC60 2.4 AT,2017,I рестайлинг,185000,5.0,1,2.4 D4 4WD AT,2.4,Дизель,Автомат,Полный,Внедорожник,Коричневый,Левый,Возможен,выше,1,1,5,1,Оригинал,2400000,190
412,Land Rover Range Rover Velar 2.0 AT,2020,I,45000,11.267396907216495,1,D240 2.0 AT,2.0,Дизель,Автомат,Полный,Внедорожник,Чёрный,Левый,Не интересует,нет оценки,1,2,5,2,Электронный,4695000,240
413,Kia Rio 1.6 MT,2013,III,23848,7.0,1,1.6 MT,1.6,Бензин,Механика,Передний,Хэтчбек,Красный,Левый,Не интересует,нет оценки,1,2,1,2,Оригинал,900000,123
414,Volkswagen Passat 2.0 AT,2007,B6,240000,9.0,3,2.0 FSI AT,2.0,Бензин,Автомат,Передний,Седан,Бежевый,Левый,Не интересует,выше,0,3,2,1,Оригинал,740000,150
415,Kia Optima 2.0 AT,2019,IV рестайлинг,360000,6.0,1,2.0 MPI AT,2.0,Бензин,Автомат,Передний,Седан,Белый,Левый,Не интересует,выше,0,1,1,2,Оригинал,1260000,150
416,Opel Astra 1.6 AT,2012,J,143873,22.0,3,1.6 Turbo AT,1.6,Бензин,Автомат,Передний,Хэтчбек,Серый,Левый,Не интересует,выше,1,3,31,1,Оригинал,890000,180
417,Dodge Caravan 2.4 AT,2003,IV,177000,8.0,4+,2.4 AT,2.4,Бензин,Автомат,Передний,Minivan,Серебряный,Левый,Не интересует,выше,1,4,5,1,Оригинал,580000,150
418,Hyundai Solaris 1.4 MT,2017,II,170000,12.0,2,1.4 MT,1.4,Бензин,Механика,Передний,Седан,Белый,Левый,Не интересует,нет оценки,0,2,3,2,Оригинал,660000,100
419,Honda CR-V 2.0 AT,2013,IV,134000,9.0,2,2.0 4WD AT,2.0,Бензин,Автомат,Полный,Внедорожник,Белый,Левый,Возможен,ниже,0,2,2,1,Другое,1595000,150
420,BMW 5 серия 2.5 MT,2001,E39 рестайлинг,323000,8.0,4+,525i 2.5 MT,2.5,Бензин,Механика,Задний,Седан,Чёрный,Левый,Не интересует,выше,0,9,5,4,Дубликат,630000,192
421,Opel Zafira 2.2 MT,2005,A рестайлинг,301241,24.0,4+,2.2 DTI MT,2.2,Дизель,Механика,Передний,Minivan,Чёрный,Левый,Возможен,ниже,0,5,12,3,Оригинал,320000,125
422,BMW 7 серия 4.4 AT,2009,F01/F02,163468,14.0,4+,750Li 4.4 AT,4.4,Бензин,Автомат,Задний,Седан,Чёрный,Левый,Возможен,соответствует,0,4,1,3,Оригинал,1220000,407
423,Chevrolet Captiva 3.2 AT,2007,I,277145,10.0,4+,3.2 4WD AT,3.2,Бензин,Автомат,Полный,Внедорожник,Серебряный,Левый,Не интересует,соответствует,1,6,5,2,Дубликат,700000,230
424,Mazda 6 2.0 AT,2014,GJ,151300,9.0,4+,2.0 AT,2.0,Бензин,Автомат,Передний,Седан,Белый,Левый,другое,ниже,0,6,3,2,Другое,1190000,150
425,Mitsubishi Galant 2.4 AT,2000,VIII рестайлинг,200000,22.0,4+,2.4 AT,2.4,Бензин,Автомат,Передний,Седан,Серебряный,Левый,Не интересует,соответствует,1,13,6,11,Дубликат,260000,144
426,Mazda CX-9 2.5 AT,2020,II,36500,4.0,1,2.5 4WD AT,2.5,Бензин,Автомат,Полный,Внедорожник,Чёрный,Левый,Не интересует,нет оценки,1,2,5,2,Электронный,3690000,231
427,ГАЗ ГАЗель 3302 2.8 MT,2012,II,117000,3.0,1,2.8 D MT,2.8,Дизель,Механика,Задний,Van,Синий,Левый,Не интересует,выше,0,1,5,2,Оригинал,1275000,120
428,Hyundai ix35 2.0 AT,2012,I,193230,17.0,1,2.0 AT,2.0,Бензин,Автомат,Передний,Внедорожник,Серый,Левый,Не интересует,соответствует,0,2,11,2,Оригинал,1250000,150
429,Peugeot Partner 1.4 MT,2010,I рестайлинг,190000,3.0,1,1.4 MT,1.4,Бензин,Механика,Передний,Minivan,Зелёный,Левый,Не интересует,ниже,1,1,5,2,Оригинал,250000,75
430,ВАЗ (LADA) Largus 1.6 MT,2019,I,48693,4.0,1,1.6 MT,1.6,Бензин,Механика,Передний,Универсал,Синий,Левый,другое,ниже,1,2,5,1,Оригинал,785000,106
431,Chevrolet Lacetti 1.6 MT,2007,I,230000,14.0,3,1.6 MT,1.6,Бензин,Механика,Передний,Хэтчбек,Синий,Левый,Не интересует,выше,0,3,10,8,Оригинал,435000,109
432,Rolls-Royce Phantom 6.8 AT,2004,VII,73364,8.0,4+,6.8 AT,6.8,Бензин,Автомат,Задний,Седан,Синий,Левый,другое,нет оценки,1,12,1,1,Дубликат,11700000,460
433,Nissan Teana 2.5 CVT,2015,L33,132000,5.0,3,2.5 CVT,2.5,Бензин,Вариатор,Передний,Седан,Белый,Левый,другое,соответствует,1,3,1,1,Оригинал,1150000,173
434,Kia Rio 1.6 AT,2015,III рестайлинг,275000,9.0,3,1.6 AT,1.6,Бензин,Автомат,Передний,Седан,Серебряный,Левый,Не интересует,выше,0,2,4,2,Оригинал,800000,123
435,Kia Rio 1.6 AT,2012,III,182600,7.0,1,1.6 AT,1.6,Бензин,Автомат,Передний,Седан,Чёрный,Левый,Не интересует,выше,1,2,5,2,Оригинал,937000,123
436,Toyota Camry 3.5 AT,2017,XV50 рестайлинг 2,112151,18.0,1,3.5 V6 AT,3.5,Бензин,Автомат,Передний,Седан,Чёрный,Левый,Возможен,ниже,0,1,15,1,Другое,2099000,249
437,Opel Astra 1.8 AT,2004,G,330000,6.0,4+,1.8 AT,1.8,Бензин,Автомат,Передний,Универсал,Серебряный,Левый,Возможен,нет оценки,0,8,5,1,Оригинал,345000,125
438,Volkswagen Passat CC 1.8 AMT,2011,B6,183905,22.0,4+,1.8 TSI DSG,1.8,Бензин,Робот,Передний,Седан,Белый,Левый,другое,ниже,0,10,5,10,Другое,794900,152
439,Opel Vectra 1.8 MT,1999,B рестайлинг,169000,6.0,3,1.8 MT,1.8,Бензин,Механика,Передний,Седан,Синий,Левый,Не интересует,ниже,1,2,5,1,Оригинал,150000,125
440,Mitsubishi Lancer 1.6 MT,2007,IX рестайлинг,162300,12.0,4+,1.6 MT,1.6,Бензин,Механика,Передний,Седан,Серый,Левый,Не интересует,соответствует,1,5,1,6,Оригинал,365000,98
441,Hyundai Tucson 2.0 AT,2018,III рестайлинг,131000,5.0,1,2.0 4WD AT,2.0,Бензин,Автомат,Полный,Внедорожник,Серый,Левый,другое,ниже,1,1,4,2,Оригинал,1449000,150
442,Land Rover Range Rover Velar 2.0 AT,2019,I,88000,11.267396907216495,1,D180 2.0 AT,2.0,Дизель,Автомат,Полный,Внедорожник,Серый,Левый,Не интересует,нет оценки,0,2,5,2,Электронный,4395000,180
443,Kia Optima 2.0 AT,2019,IV рестайлинг,179332,7.0,2,2.0 MPI AT,2.0,Бензин,Автомат,Передний,Седан,Чёрный,Левый,другое,выше,0,2,5,2,Оригинал,1665000,150
444,Mazda Tribute 3.0 AT,2001,I,220000,8.0,3,3.0 4WD AT,3.0,Бензин,Автомат,Полный,Внедорожник,Красный,Левый,Не интересует,выше,0,3,5,1,Оригинал,655000,203
445,Kia Sportage 2.0 AT,2013,III,208500,5.0,2,2.0 4WD AT,2.0,Бензин,Автомат,Полный,Внедорожник,Чёрный,Левый,Не интересует,выше,1,2,5,1,Оригинал,1500000,150
446,Nissan Qashqai 2.0 CVT,2015,II,103000,9.0,1,2.0 4WD CVT,2.0,Бензин,Вариатор,Полный,Внедорожник,Чёрный,Левый,Возможен,ниже,1,1,7,2,Другое,1199000,144
447,Kia Rio 1.4 AT,2016,III рестайлинг,299999,12.0,1,1.4 AT,1.4,Бензин,Автомат,Передний,Седан,Белый,Левый,Не интересует,нет оценки,0,2,5,1,Оригинал,665000,107
448,Nissan Murano 3.5 CVT,2011,Z51 рестайлинг,162800,19.0,3,3.5 4WD CVT,3.5,Бензин,Вариатор,Полный,Внедорожник,Чёрный,Левый,Не интересует,ниже,1,2,11,2,Оригинал,627000,249
449,Opel Astra GTC 1.4 AT,2013,J рестайлинг,160000,10.0,2,1.4 Turbo AT,1.4,Бензин,Автомат,Передний,Хэтчбек,Серый,Левый,Возможен,ниже,0,2,7,2,Другое,795000,140
450,Mitsubishi Montero 3.0 AT,1996,II,289000,7.0,4+,3.0 4WD AT,3.0,Бензин,Автомат,Полный,Внедорожник,Чёрный,Левый,Не интересует,нет оценки,1,6,1,1,Другое,250000,150
451,Ford Transit 2.2 MT,2020,VIII,198000,11.267396907216495,1,2.2 TDCi RWD MT,2.2,Дизель,Механика,Задний,Van,Белый,Левый,Не интересует,соответствует,0,2,5,2,Другое,3300000,155
452,Hyundai ix35 2.0 AT,2015,I рестайлинг,137000,2.0,1,2.0 4WD AT,2.0,Бензин,Автомат,Полный,Внедорожник,Коричневый,Левый,другое,ниже,1,1,4,2,Оригинал,899000,150
453,Volkswagen Passat 1.8 AMT,2009,B6,355000,14.0,4+,1.8 TSI DSG,1.8,Бензин,Робот,Передний,Универсал,Чёрный,Левый,Не интересует,ниже,0,5,2,1,Дубликат,450000,152
454,Audi Q7 3.0 AT,2015,4L рестайлинг,173000,12.0,2,3.0 TDI quattro Tiptronic,3.0,Дизель,Автомат,Полный,Внедорожник,Белый,Левый,Не интересует,выше,0,2,3,2,Оригинал,2990000,245
455,LiXiang L9 1.5 AT,2024,I,90,11.267396907216495,1,1.5hyb 4WD AT,1.5,другое,Автомат,Полный,Внедорожник,Серый,Левый,Не интересует,нет оценки,0,2,5,2,Оригинал,7600000,450
456,ВАЗ (LADA) Vesta 1.6 MT,2022,I,53478,11.267396907216495,1,1.6 MT CNG,1.6,другое,Механика,Передний,Седан,Белый,Левый,другое,соответствует,1,1,5,2,Оригинал,1100000,106
457,MINI Cooper 1.5 AT,2016,III,124000,12.0,4+,1.5 AT,1.5,Бензин,Автомат,Передний,Хэтчбек,Серебряный,Левый,Не интересует,выше,0,4,6,2,Дубликат,1550000,136
458,MINI Cooper 1.6 MT,2006,I,115000,3.0,3,1.6 MT,1.6,Бензин,Механика,Передний,Хэтчбек,Красный,Левый,Не интересует,выше,1,3,1,2,Оригинал,650000,90
459,Mazda 6 2.0 AT,2012,GH рестайлинг,132000,14.0,2,2.0 AT,2.0,Бензин,Автомат,Передний,Седан,Чёрный,Левый,Не интересует,выше,0,2,14,2,Оригинал,1290000,147
460,Chevrolet Orlando 1.8 AT,2012,I,156000,14.0,1,1.8 AT,1.8,Бензин,Автомат,Передний,Minivan,Чёрный,Левый,Возможен,ниже,1,1,9,2,Другое,799000,141
461,Honda CR-V 1.5 CVT,2019,V рестайлинг,43600,11.267396907216495,1,1.5 CVT,1.5,Бензин,Вариатор,Передний,Внедорожник,Чёрный,Левый,Не интересует,нет оценки,0,2,5,2,Электронный,2450000,190
462,Kia ProCeed 1.6 AMT,2019,CD,25000,7.0,2,1.6 T-GDI AMT,1.6,Бензин,Робот,Передний,Универсал,Белый,Левый,Возможен,ниже,1,2,7,3,Оригинал,715000,200
463,Opel Astra 1.8 AT,2008,H рестайлинг,148000,12.0,2,1.8 AT,1.8,Бензин,Автомат,Передний,Седан,Чёрный,Левый,Возможен,соответствует,1,2,4,5,Другое,499000,140
464,Kia K5 2.0 AT,2021,III,269000,5.0,1,2.0 MPI AT,2.0,Бензин,Автомат,Передний,Седан,Белый,Левый,другое,нет оценки,0,1,5,2,Оригинал,1850000,150
465,Kia Sportage 2.0 AT,2014,III рестайлинг,95746,19.0,1,2.0 4WD AT,2.0,Бензин,Автомат,Полный,Внедорожник,Серый,Левый,другое,ниже,0,1,9,1,Другое,1099000,150
466,JAC J7 1.5 CVT,2023,I,6153,3.0,1,1.5 CVT,1.5,Бензин,Вариатор,Передний,Хэтчбек,Белый,Левый,другое,ниже,1,2,1,2,Оригинал,1045000,136
467,Audi 80 2.0 MT,1993,B4,290000,9.0,3,2.0 MT,2.0,Бензин,Механика,Передний,Седан,Серебряный,Левый,Не интересует,выше,0,2,5,1,Другое,300000,115
468,Nissan Pathfinder 2.5 AT,2008,III,183784,7.0,1,2.5 Cdi 4WD AT,2.5,Дизель,Автомат,Полный,Внедорожник,Синий,Левый,Возможен,ниже,1,1,2,2,Оригинал,899000,174
469,BMW 3 серия 2.0 AT,2010,E90/E91/E92/E93 рестайлинг,218000,8.0,4+,318i 2.0 AT,2.0,Бензин,Автомат,Задний,Седан,Чёрный,Левый,Не интересует,соответствует,0,6,4,2,Дубликат,890000,136
470,Lexus RX 2.7 AT,2014,III рестайлинг,142900,5.0,2,RX 270 2.7 AT,2.7,Бензин,Автомат,Передний,Внедорожник,Белый,Левый,Не интересует,выше,1,2,1,2,Оригинал,2680000,188
471,Toyota Camry 3.5 AT,2019,XV70,110750,13.0,2,3.5 V6 AT,3.5,Бензин,Автомат,Передний,Седан,Чёрный,Левый,Возможен,выше,1,2,2,5,Другое,2895000,249
472,Hyundai Sonata 2.5 AT,2021,VIII,82000,11.267396907216495,1,2.5 AT,2.5,Бензин,Автомат,Передний,Седан,Синий,Левый,Не интересует,ниже,1,1,5,2,Электронный,1750000,180
473,Opel Mokka 1.8 AT,2013,I,165000,12.0,2,1.8 4WD AT,1.8,Бензин,Автомат,Полный,Внедорожник,Коричневый,Левый,другое,ниже,1,2,11,1,Оригинал,925000,140
474,Toyota Camry 2.5 AT,2019,XV70,87000,2.0,1,2.5 AT,2.5,Бензин,Автомат,Передний,Седан,Чёрный,Левый,другое,ниже,1,1,1,2,Оригинал,2550000,181
475,Mazda CX-5 2.5 AT,2019,II,52000,6.0,2,2.5 4WD AT,2.5,Бензин,Автомат,Полный,Внедорожник,Синий,Левый,Не интересует,соответствует,1,2,5,2,Электронный,2830000,194
476,Opel Omega 2.2 MT,1999,B рестайлинг,220000,8.0,3,2.2 MT,2.2,Бензин,Механика,Задний,Универсал,Синий,Левый,Не интересует,выше,1,3,5,2,Оригинал,549000,144
477,Hyundai i40 2.0 AT,2014,I,139000,5.0,1,2.0 AT,2.0,Бензин,Автомат,Передний,Седан,Чёрный,Левый,Не интересует,ниже,1,1,5,2,Оригинал,1125000,150
478,Mitsubishi Pajero Sport 2.5 AT,2013,II рестайлинг,174568,11.0,1,2.5DI-D AT,2.5,Дизель,Автомат,Полный,Внедорожник,Серый,Левый,Возможен,выше,0,1,6,2,Оригинал,1745000,178
479,Opel Astra GTC 1.8 AT,2007,H рестайлинг,121000,33.0,2,1.8 AT,1.8,Бензин,Автомат,Передний,Хэтчбек,Чёрный,Левый,Не интересует,выше,1,2,35,2,Оригинал,775000,140
480,Opel Astra GTC 1.4 MT,2012,J рестайлинг,157000,13.0,4+,1.4 Turbo MT,1.4,Бензин,Механика,Передний,Хэтчбек,Чёрный,Левый,другое,соответствует,0,6,5,4,Дубликат,775000,140
481,Mercedes-Benz E-класс 3.5 AT,2010,W212/S212/C207/A207,116000,7.0,3,E 350 3.5 4MATIC 7G-Tronic,3.5,Бензин,Автомат,Полный,Седан,Серый,Левый,Не интересует,соответствует,1,3,5,1,Оригинал,1690000,272
482,Mercedes-Benz E-класс 2.1 AT,2009,W212/S212/C207/A207,218000,7.0,4+,E 250d 2.1 5G-Tronic,2.1,Дизель,Автомат,Задний,Купе,Коричневый,Левый,Не интересует,нет оценки,1,4,1,1,Оригинал,1290000,204
483,Skoda Rapid 1.6 MT,2018,I рестайлинг,269000,2.0,1,1.6 MPI MT,1.6,Бензин,Механика,Передний,Хэтчбек,Белый,Левый,Не интересует,соответствует,0,2,51,2,Оригинал,840000,90
484,Chery Tiggo 4 1.5 AMT,2019,I рестайлинг,33500,7.0,1,1.5 AMT,1.5,Бензин,Робот,Передний,Внедорожник,Серый,Левый,другое,выше,1,1,5,1,Оригинал,1550000,147
485,Hyundai ix35 2.0 AT,2010,I,160000,6.0,2,2.0 4WD AT,2.0,Бензин,Автомат,Полный,Внедорожник,Другой,Левый,Не интересует,соответствует,1,2,1,2,Оригинал,1190000,150
486,Peugeot Partner 1.6 MT,2016,II рестайлинг 2,141250,19.0,2,1.6 MT,1.6,Бензин,Механика,Передний,Minivan,Белый,Левый,Не интересует,соответствует,1,2,7,4,Оригинал,980000,120
487,BMW 6 серия 4.8 AT,2006,E63/E64,96531,5.0,3,650i 4.8 AT,4.8,Бензин,Автомат,Задний,Купе,Чёрный,Левый,Возможен,нет оценки,0,2,5,2,Оригинал,1500000,367
488,Mitsubishi Lancer 1.5 MT,2007,X,238250,12.0,4+,1.5 MT,1.5,Бензин,Механика,Передний,Седан,Чёрный,Левый,Не интересует,соответствует,0,6,5,7,Оригинал,455000,109
489,Kia K5 1.6 AT,2020,III,70262,11.267396907216495,1,1.6 T-GDI AT,1.6,Бензин,Автомат,Передний,Седан,Серый,Левый,другое,нет оценки,0,2,5,2,Электронный,2150000,180
490,Kia Sportage 2.0 AT,2014,III рестайлинг,142000,3.0,1,2.0 4WD AT,2.0,Бензин,Автомат,Полный,Внедорожник,Чёрный,Левый,другое,ниже,1,1,1,1,Оригинал,929000,150
491,BMW 3 серия 2.5 AT,2008,E90/E91/E92/E93,179000,13.0,2,325xi 2.5 AT,2.5,Бензин,Автомат,Полный,Купе,Чёрный,Левый,Не интересует,выше,0,2,5,2,Оригинал,1540000,218
492,Skoda Octavia 1.6 MT,2009,II,260000,13.0,2,1.6 MPI MT,1.6,Бензин,Механика,Передний,Хэтчбек,Серый,Левый,Не интересует,выше,0,2,1,3,Оригинал,618000,102
493,Hyundai Sonata 2.4 AT,2010,VI,221900,25.0,4+,2.4 AT,2.4,Бензин,Автомат,Передний,Седан,Серебряный,Левый,Не интересует,соответствует,0,6,38,2,Дубликат,980000,178
494,Audi A6 3.0 AT,2006,С6,203000,6.0,1,3.0 quattro Tiptronic,3.0,Бензин,Автомат,Полный,Седан,Серый,Левый,Не интересует,выше,1,2,1,2,Оригинал,1149000,218
495,BMW 3 серия 2.0 AT,2014,F30/F31,116000,2.0,1,328i 2.0 AT,2.0,Бензин,Автомат,Задний,Седан,Другой,Левый,Не интересует,выше,1,1,5,2,Электронный,2150000,245
496,Ford C-MAX 2.0 MT,2005,I,209581,5.0,4+,2.0 MT,2.0,Бензин,Механика,Передний,Minivan,Синий,Левый,Не интересует,соответствует,1,5,5,1,Дубликат,450000,145
497,Honda CR-V 2.4 AT,2014,IV,147000,17.0,3,2.4 4WD AT,2.4,Бензин,Автомат,Полный,Внедорожник,Чёрный,Левый,Не интересует,соответствует,0,3,13,2,Оригинал,1990000,190
498,ВАЗ (LADA) 2114 Samara 1.6 MT,2011,I,172000,9.0,3,1.6 MT,1.6,Бензин,Механика,Передний,Хэтчбек,Серебряный,Левый,Не интересует,выше,0,3,5,5,Другое,295000,81
499,ВАЗ (LADA) Granta 1.6 MT,2021,I рестайлинг,98930,4.0,1,1.6 MT,1.6,Бензин,Механика,Передний,Седан,Серебряный,Левый,Не интересует,соответствует,0,1,1,1,Электронный,765000,90
500,SsangYong Rexton 2.2 AT,2018,IV,71000,2.0,1,2.2 D 4WD AT,2.2,Дизель,Автомат,Полный,Внедорожник,Серый,Левый,Не интересует,ниже,1,1,5,2,Электронный,2800000,181
501,Hyundai Solaris 1.6 AT,2020,II рестайлинг,98000,4.0,1,1.6 AT,1.6,Бензин,Автомат,Передний,Седан,Коричневый,Левый,Возможен,соответствует,1,1,3,1,Другое,1395000,123
502,Hyundai Santa Fe 2.7 AT,2002,I,414505,11.0,4+,2.7 4WD AT,2.7,Бензин,Автомат,Полный,Внедорожник,Зелёный,Левый,Не интересует,соответствует,1,14,1,3,Дубликат,520000,173
503,Toyota RAV4 2.0 CVT,2014,IV,193000,26.0,2,2.0 4WD CVT,2.0,Бензин,Вариатор,Полный,Внедорожник,Серый,Левый,Не интересует,выше,0,2,21,2,Оригинал,1790000,146
504,Mitsubishi Lancer 1.8 MT,2008,X,201000,19.0,4+,1.8 MT,1.8,Бензин,Механика,Передний,Седан,Серый,Левый,Возможен,выше,0,4,1,3,Оригинал,895000,143
505,BMW 7 серия 3.0 AT,2015,F01/F02 рестайлинг,160211,18.0,4+,740Li 3.0 xDrive AT,3.0,Бензин,Автомат,Полный,Седан,Чёрный,Левый,Возможен,соответствует,0,8,4,6,Дубликат,1840000,320
506,LiXiang L6 1.5 AT,2024,I,10,11.267396907216495,1,1.5hyb 4WD AT,1.5,другое,Автомат,Полный,Внедорожник,Серый,Левый,Не интересует,нет оценки,0,2,5,2,Электронный,4850000,449
507,Kia Sportage 2.0 AT,1998,I,200000,5.0,3,2.0 4WD AT,2.0,Бензин,Автомат,Полный,Внедорожник,Синий,Левый,Возможен,соответствует,1,2,5,2,Оригинал,305000,128
508,Hyundai Tucson 2.0 AT,2018,III рестайлинг,131000,5.0,1,2.0 4WD AT,2.0,Бензин,Автомат,Полный,Внедорожник,Серый,Левый,другое,ниже,1,1,4,2,Оригинал,1449000,150
509,Land Rover Discovery Sport 2.0 AT,2019,I рестайлинг,58000,11.267396907216495,1,2.0 Si4 AT,2.0,Бензин,Автомат,Полный,Внедорожник,Чёрный,Левый,Не интересует,нет оценки,0,2,5,2,Оригинал,3100000,249
510,Infiniti Q50 3.0 AT,2019,I рестайлинг,78600,2.0,1,3.0 AT,3.0,Бензин,Автомат,Задний,Седан,Чёрный,Левый,Не интересует,нет оценки,1,2,5,2,Электронный,2490000,304
511,Audi A5 2.0 AMT,2013,I рестайлинг,195000,16.0,4+,2.0 TFSI quattro S tronic,2.0,Бензин,Робот,Полный,Купе,Коричневый,Левый,другое,соответствует,0,4,8,5,Оригинал,1485000,211
512,Ford Focus 1.6 MT,2005,II,183000,5.0,2,1.6 MT,1.6,Бензин,Механика,Передний,Седан,Серебряный,Левый,другое,соответствует,0,2,5,2,Другое,399000,100
513,BMW X6 3.0 AT,2011,E71,124000,28.0,2,35i 3.0 AT,3.0,Бензин,Автомат,Полный,Внедорожник,Белый,Левый,Возможен,соответствует,0,2,16,10,Другое,1499000,306
514,Kia Sorento 2.5 AT,2022,IV,14450,2.0,1,2.5 MPI 4WD AT,2.5,Бензин,Автомат,Полный,Внедорожник,Чёрный,Левый,другое,соответствует,1,1,5,2,Оригинал,4350000,179
515,Ford Focus 2.0 MT,2008,II рестайлинг,112000,6.0,2,2.0 MT,2.0,Бензин,Механика,Передний,Седан,Чёрный,Левый,Не интересует,выше,1,2,5,2,Оригинал,820000,145
516,ВАЗ (LADA) Vesta 1.6 MT,2024,I рестайлинг,38,11.267396907216495,1,1.6 MT,1.6,Бензин,Механика,Передний,Универсал,Белый,Левый,Возможен,нет оценки,0,2,5,2,Другое,1099000,106
